id,severity,agiSurface,gapType,title,refProduct,refSurface,refScreen,detail,evidence,suggestedFix,image,status,owner,mergedFrom
GAP-142,P2,mobile,missing-interaction,"Reasoning effort is a slider, not a tappable tier list with the current value checked",ChatGPT,iOS,Chat model + intelligence popover,"The reference selects intelligence from a discrete list (Pro / Extra High / High / Medium / Instant) where the active tier carries a checkmark and each option is a full-width tap target. agiworkforce renders effort as a continuous Slider over the model's supported stops, which on a phone is a precision drag, has no per-option tap target, and does not show the ladder at a glance.",apps/mobile/src/features/model-picker/components/ModelPickerSheet.tsx:597-626 (Slider with testID 'model-picker-effort-selector'),"Replace the slider with a radio list of the model's supportedEfforts (label + one-line description + checkmark on the active one), keeping the same capability-driven option source; retain slider semantics only for accessibility adjustable actions.",chatgpt_reference/073-chatgpt-ios-chat-model-picker-intelligence-tier-popover.png,Open,Unassigned,
GAP-143,P2,mobile,missing-ia,Code screen lacks a 'Devices' section showing recently connected devices,Claude,iOS,Code sessions — Devices section,"NEEDS RE-SITING (verified 2026-08-21): the cited file (apps/mobile/src/features/code-sessions/index.tsx) was deleted 2026-07-30 in commit c21de5707 ('remove unshipped dead-end surfaces') -- before this CSV was even last edited (2026-08-11). There is no standalone Code screen left to add a Devices section to; only a leftover test filename (__tests__/artifacts-code-sessions.test.tsx) still references 'code-sessions', and it tests an artifacts gallery screen, not a Code screen. Do not treat this row as verified-open until re-audited against whatever, if anything, replaced device-awareness inside Companion. Original complaint, preserved verbatim: Reference's Code tab shows a 'Devices' label and a card listing recently connected devices (or 'No recently connected devices') above the sessions list, letting the user see which desktop/mobile devices have been used for remote code sessions. agiworkforce's Code screen went straight from the header into the session list/empty state with no device-awareness section, before that screen was removed entirely.","STALE -- cited path does not exist: apps/mobile/src/features/code-sessions/ was deleted in c21de5707 (2026-07-30), confirmed via `git log --diff-filter=D`. apps/mobile/__tests__/artifacts-code-sessions.test.tsx is the only surviving 'code-sessions' reference and covers ArtifactsGalleryScreen, unrelated to a Code tab. No 'Devices' section exists anywhere in apps/mobile/src/features/companion/ either (checked DesktopInfoCard.tsx, AgentDashboard.tsx), but that is a different, unverified claim from the one this row makes.","Add a 'Devices' section above the session list, sourced from the same connection/device store used by Dispatch/Companion, with a 'No recently connected devices' empty card.",claude_reference/114-claude-ios-code-sessions-empty-no-devices-no-sessions-found.png,Open,Unassigned,
GAP-144,P2,mobile,missing-screen,No Dispatch intro/marketing screen offering QR pairing vs. email-link pairing,Claude,iOS,Dispatch intro screen,Reference shows a first-run explainer ('Reach your desktop from your pocket') with two pairing paths — 'Email desktop app link' and 'Pair with your desktop' — plus a security disclaimer with a 'Learn how to use this safely' link. agiworkforce's Dispatch/Companion flow goes directly to a QR-scan prompt with a single pairing method and no safety disclaimer or email-link alternative.,"SHIPPED, verified 2026-08-21, predates this CSV's 2026-08-11 last edit: commit 00309f240 (2026-08-01, 'gate dispatch behind a setup checklist') added apps/mobile/src/features/companion/components/DesktopSetupChecklistView.tsx, shown before first pairing (gated by hasSeenDispatchSetup in companion/index.tsx). It has a value-prop heading ('Set up Dispatch on desktop first'), a 3-step checklist, a 'Done -- continue to pairing' CTA, an 'Email me the desktop app link' button (lines ~126-137, mailto: via buildDesktopLinkMailto), and renders PairingRiskDisclosure.tsx (same commit) which has a security disclaimer and a 'Learn how to use this safely' link (lines 38-46) opening https://agiworkforce.com/security. This satisfies the two-pairing-path + safety-disclaimer pattern the row asks for; old evidence paths (dispatch/index.tsx) no longer exist.","Add an intro screen before first pairing that explains the value prop, offers both QR-pairing and an 'email desktop link' fallback, and includes a security disclaimer with a help link, mirroring the reference's two-button + safety-copy pattern.",claude_reference/110-claude-ios-dispatch-intro-reach-desktop-from-pocket.png,Done,Unassigned,
GAP-145,P2,mobile,missing-screen,No Apple Health / HealthKit integration anywhere in agiworkforce mobile,ChatGPT,iOS,Enable Apple Health onboarding + full HealthKit permission flow (multi-page category toggles),"ChatGPT iOS has a dedicated onboarding flow to enable Apple Health, request granular HealthKit read/write permissions across dozens of categories (Active Energy, AFib History, Blood Glucose, Heart Rate, Sleep, Workouts, etc.), and an explicit privacy explanation shown in the system sheet. agiworkforce mobile has no equivalent capability, screen, entitlement, or data model. Notably, code comments show a prior 'Health Data' integrations card was deliberately removed (STB-21) because the backend health-context service never existed.","searched 'health', 'HealthKit', 'Apple Health', 'AFib', 'blood glucose' across apps/mobile — only matches are removal comments in apps/mobile/src/features/integrations/store.ts:120-121, apps/mobile/src/features/integrations/components/DeviceIntegrationStatus.tsx:53-54, and apps/mobile/app/(app)/settings/integrations.tsx:457-458 ('the Health Data card was removed with the health-context service... a route that has [never existed]')","If health personalization is in scope for agiworkforce, add a HealthKit entitlement + onboarding screen mirroring this flow: intro screen with heart icon and toggle preview, trigger native HealthKit permission sheet, and store a per-category consent state server-side. If out of scope, no action needed, but this is a full capability gap versus ChatGPT.",references-2/chatgpt-ios-health-01-enable-apple-health.png,Open,Unassigned,
GAP-146,P2,mobile,missing-interaction,"Agent activity trace has no dedicated pull-up detail sheet, only inline expand",ChatGPT,iOS,Expanded 'Thinking' agent-activity bottom sheet,"The reference lets users drag up a dedicated 'Thinking' bottom sheet that shows rich, multi-sentence reasoning narration per step (e.g. 'I'm acknowledging the user's updates and thinking about how to incorporate the new info into my response...') plus grouped 'Searching the web' domain chips, independent of the main chat scroll position. agiworkforce's AgentActivityTimeline only expands/collapses inline within the message bubble, pushing surrounding messages up/down, and its per-step detail is a raw input/output JSON dump (via asDisplayText) rather than narrated reasoning text.","apps/mobile/src/features/chat/components/AgentActivityTimeline.tsx lines 260-290 (inline expand, JSON.stringify fallback for input/output) and lines 441-529 (no modal/sheet, just a View that grows within the message list).","Add an optional 'View full activity' affordance on long/complex agent runs that opens a draggable bottom sheet (reusing the existing sheet pattern from VoiceOnboardingSheet/VoicePickerSheet) with the same tool/progress rows but persistent independent of chat scroll, and consider generating a short narrated sentence per tool call step instead of raw JSON.",references-2/chatgpt-ios-work-01-expanded-agent-activity.png,Open,Unassigned,
GAP-147,P2,mobile,missing-screen,No post-sign-in prompt offering to enable App Lock / Face ID,ChatGPT,iOS,Face ID enrollment prompt,"The reference offers biometric login immediately after authentication with a Face ID glyph, a one-line benefit, Continue and Skip, so opt-in happens at the moment of highest intent. agiworkforce implements the same capability but only exposes it as an 'App Lock' switch buried in Settings > Safety & Security, so most users will never enable it.",apps/mobile/src/features/settings/safety-security/index.tsx lines 17-78 (App Lock toggle); apps/mobile/src/features/auth/hooks/useBiometricGate.ts; no enrollment prompt exists in apps/mobile/app/(auth)/login.tsx,"After a successful Clerk sign-in, if hasHardwareAsync && isEnrolledAsync && !biometricFlag.enabled, present a one-time sheet with Continue (calls setBiometricEnabled(true) behind an authenticateAsync confirm) and Skip, persisting a 'prompted' flag so it never repeats.",chatgpt_reference/031-chatgpt-ios-auth-biometric-prompt-faceid-faster-login-continue-skip.png,Open,Unassigned,
GAP-148,P2,mobile,missing-screen,No in-app feature-announcement sheet to introduce new capabilities,ChatGPT,iOS,Feature announcement bottom sheet,"The reference dismissibly announces a major new capability with hero art, title, one-line benefit and a 'Get started' CTA that drops the user directly into setup. agiworkforce has onboarding (first run) and a companion walkthrough (post-pairing) but nothing that surfaces a newly shipped capability to existing users — so features like the desktop companion, schedules or artifacts rely on the user browsing the drawer.",grep -i 'whats.?new|announcement|release.?notes|promo|introducing' across apps/mobile/src and apps/mobile/app matches only unrelated comments in settings/index.tsx and settings/performance.tsx; apps/mobile/app/(public)/onboarding.tsx is first-run only,"Add src/features/announcements with a bottom-sheet component driven by a small manifest (id, minVersion, title, body, ctaRoute) and an MMKV-persisted seen-set, shown once per announcement on the chat tab.",chatgpt_reference/026-chatgpt-ios-promo-bottom-sheet-introducing-codex-mobile.png,Open,Unassigned,
GAP-149,P2,mobile,missing-screen,No reusable full-screen 'new feature announcement' pattern for capability rollouts,Claude,iOS,Feature announcement — Memory,"Claude uses a consistent announcement-card pattern (blurred chat-preview backdrop, 'New' pill badge, serif headline, short explainer with an 'About X' link, and a primary/secondary CTA pair like 'Use memory'/'Don't use memory') to introduce major new capabilities post-onboarding. AGIW's mobile app has no equivalent component; its onboarding.tsx is a one-time 3-screen local-model setup flow, not reusable for future feature announcements.","grep for 'has memory', 'Use memory', 'feature announcement', ""What's new"", 'AnnouncementModal' across apps/mobile — no matches. apps/mobile/app/(public)/onboarding.tsx is scoped to first-run model download only.","Build a reusable FeatureAnnouncementScreen (or bottom-sheet) component — badge, headline, body, optional CTA pair — that can be triggered post-login the first time a user encounters a newly shipped capability (memory, Cowork, etc.), tracked via a per-feature 'seen' flag in local storage.",claude_reference/103-claude-ios-onboarding-memory-announcement-quarter-review-example.png,Open,Unassigned,
GAP-150,P2,mobile,missing-state,No dedicated search overlay and no pre-typing guidance state,ChatGPT,iOS,Global search overlay,"The reference dedicates a full screen to search with the field bottom-anchored above the keyboard (thumb reachable), an X to dismiss, a Search return key, and a centred icon + 'Search chats, files, and projects' state before the user types. agiworkforce only has a top-anchored field inside the drawer with an empty result label ('No matches'), and nothing explains what is searchable before typing.",apps/mobile/src/features/drawer/components/DrawerContent.tsx:195-232 (SearchBox at the top of the drawer) and 553-556 ('No matches' / 'No recent chats'),"Add a full-screen search route opened from the drawer's search affordance with a bottom-anchored input, returnKeyType='search', and a pre-query state showing the searchable scope plus recent searches.",chatgpt_reference/078-chatgpt-ios-search-overlay-empty-prompt-state.png,Open,Unassigned,
GAP-151,P2,mobile,missing-control,"Library header has no overflow menu (select, sort, delete)",ChatGPT,iOS,Library,"Reference Library header carries a trailing '…' button for bulk/manage actions next to the drawer button. agiworkforce's Library header renders only the drawer button and the title, so there is no way to sort, multi-select, or delete library items.",apps/mobile/src/features/library/index.tsx header block (only `library-open-drawer` Pressable + Text),"Add a trailing header button opening an action sheet with Sort (newest/oldest/type), Select (multi-select mode with Delete/Share), and Clear generated images; reuse the ConversationExportSheet bottom-sheet pattern.",chatgpt_reference/044-chatgpt-ios-library-upload-promo-upload-once-use-anytime.png,Open,Unassigned,
GAP-152,P2,mobile,missing-copy,No dismissible feature-education sheet pattern for new capabilities,ChatGPT,iOS,Library upload promo sheet,"Reference uses a one-time bottom sheet (illustration, headline 'Upload once, use anytime', one-sentence benefit, primary 'Learn more', X to dismiss) to teach a newly shipped capability in place. agiworkforce mobile has bottom sheets for paywall and add-to-chat but no reusable feature-announcement/education sheet, so new capabilities ship silently.",grep 'whatsNew|WhatsNew|Learn more|announcement|PromoSheet' across apps/mobile/src — no match; only apps/mobile/src/features/chat/components/PaywallBottomSheet.tsx exists,"Add a `FeaturePromoSheet` component (icon row, title, body, primary CTA, dismiss X) keyed by a persisted `seenPromoIds` set in settingsStore, so any surface can announce a capability once and never again.",chatgpt_reference/044-chatgpt-ios-library-upload-promo-upload-once-use-anytime.png,Open,Unassigned,
GAP-153,P2,mobile,missing-ia,Voice mode hides the chat transcript instead of overlaying it,ChatGPT,iOS,Live voice conversation overlaying full chat transcript,"In ChatGPT, voice mode is a translucent dark overlay on top of the existing chat screen — the full streamed response text, previous messages, and message action icons (copy/thumbs/share) remain visible/scrollable behind the mic controls. agiworkforce's VoiceConversationScreen is an opaque full-screen gradient takeover (colors.voiceConversationBgEnd background) that shows only a phase label and a 3-line max transcriptPreview, discarding the surrounding conversation context.","apps/mobile/src/features/voice/components/VoiceConversationScreen.tsx lines 260-355 (opaque background, transcriptPreview numberOfLines=3).","Consider rendering VoiceConversationScreen as a semi-transparent overlay above the live MessageList (with reduced opacity/dim), showing the full streaming response text rather than a truncated 3-line preview, so users can read along while speaking.",references-2/chatgpt-ios-voice-03-live-conversation.png,Open,Unassigned,
GAP-154,P2,mobile,missing-control,Dispatch and code-session composers have no model or reasoning-effort selector,Codex,iOS,"Model/effort quick-picker (paged pill selector) and Advanced sheet (Model, Intelligence, Speed) reachable from the remote task composer","Codex's remote composer shows the active model+effort as a tappable chip, opening first a quick paged picker then an Advanced sheet with Model, Intelligence, and Speed dropdowns. agiworkforce has a comparable Model+Effort picker (ModelPickerSheet) but it is wired only into the main chat tab; the Dispatch composer has no model/effort affordance at all, so users cannot choose which model runs a dispatched task from mobile. UPDATED 2026-08-21: the 'code-session composer' half of this row is moot -- that screen was deleted 2026-07-30 in c21de5707, see GAP-171. Only the Dispatch-composer half remains open, re-sited below.","Re-sited 2026-08-21: apps/mobile/src/features/companion/components/DispatchTaskComposer.tsx (full 168-line file, current home of the Dispatch composer) has no model or effort UI; its sendDispatchTask({ prompt }) call carries no model/effort field. apps/mobile/src/features/model-picker/components/ModelPickerSheet.tsx (full model+effort UI) is still imported only by chat-surface screens (app/(app)/(tabs)/chat.tsx, app/(app)/chat/[id].tsx, app/(public)/onboarding.tsx, models.tsx, ScheduleForm.tsx, compare/index.tsx) -- not by DispatchTaskComposer.tsx. Old evidence path apps/mobile/app/(app)/dispatch/index.tsx no longer exists (deleted in c21de5707); apps/mobile/src/features/code-sessions/index.tsx also no longer exists.","Surface a model/effort chip in DispatchTaskComposer.tsx (apps/mobile/src/features/companion/components/) that opens the existing ModelPickerSheet, scoped to the dispatch task being composed. Drop the code-session-composer half of this fix -- that screen no longer exists (see GAP-171).",references-2/IMG_0628.PNG,Open,Unassigned,
GAP-155,P2,mobile,missing-ia,"Drawer has no nav entry for Code or Dispatch, though both screens exist",Claude,iOS,Nav drawer primary destinations,"NEEDS RE-SITING (verified 2026-08-21): the files this row cites (apps/mobile/app/(app)/code/index.tsx, apps/mobile/app/(app)/dispatch/index.tsx) were deleted 2026-07-30 in commit c21de5707 ('remove unshipped dead-end surfaces') -- before this CSV was even last edited (2026-08-11). Code/Dispatch functionality now lives inside the unified Companion screen (apps/mobile/app/(app)/companion/index.tsx, apps/mobile/src/features/companion/). Do not treat this row as verified-open or closed until it is re-audited against Companion's current IA. Original complaint, preserved verbatim: Reference drawer lists Chats, Projects, Artifacts, Code, Dispatch, and Cowork as primary top-level destinations. agiworkforce's DrawerContent.PRIMARY_ITEMS only included Projects, Artifacts, Library, Tasks, and Schedules -- Code and Dispatch were fully built screens with no drawer entry point, making them undiscoverable without a deep link, before both screens were removed.","STALE -- cited paths do not exist: apps/mobile/app/(app)/code/index.tsx and apps/mobile/app/(app)/dispatch/index.tsx were deleted in c21de5707 (2026-07-30). Current DrawerContent.tsx PRIMARY_ITEMS type union (lines 56-107) is 'chats'|'projects'|'library'|'skills'|'schedules'|'remote' -- there is no separate Code/Dispatch destination because there is no separate screen; both are folded into 'remote' -> apps/mobile/app/(app)/companion/index.tsx. Whether a within-Companion discoverability gap remains (e.g. for DispatchTaskComposer) needs a fresh audit pass, not reuse of this evidence.","Add 'Code' and 'Dispatch' rows to PRIMARY_ITEMS in DrawerContent.tsx, routed to their existing screens, so both surfaces are reachable from primary navigation.",claude_reference/118-claude-ios-nav-drawer-chats-recents-new-chat-button.png,Open,Unassigned,
GAP-156,P2,mobile,missing-control,New Project has no icon/emoji picker for project identity,ChatGPT,iOS,New project modal,"Reference puts an emoji/avatar affordance inside the Project Name field so each project gets a distinct glyph in the list and sidebar. agiworkforce renders every project with the same FolderOpen lucide icon, making a list of 10 projects visually undifferentiated.","apps/mobile/app/(app)/(tabs)/projects.tsx (create modal fields: name, description, instructions); apps/mobile/src/features/projects/components/ProjectCard.tsx (hardcoded FolderOpen)","Add an optional `emoji` field to the project model, a leading emoji button in the Name row opening a small picker, and render it in ProjectCard and the drawer project list; fall back to FolderOpen when unset.",chatgpt_reference/047-chatgpt-ios-projects-create-modal-name-input-category-pills.png,Open,Unassigned,
GAP-157,P2,mobile,missing-control,No starter category pills to seed a project's instructions,ChatGPT,iOS,New project modal,"Reference offers a horizontally scrolling pill row (Homework, Writing, Health, Travel…) that pre-fills a project template, so the empty Custom Instructions field is never a blank page. agiworkforce presents three empty text fields with only placeholder hints.",apps/mobile/app/(app)/(tabs)/projects.tsx create modal; grep -i 'template|category' in apps/mobile/src/features/projects and apps/web/features/projects/components — only an unrelated CSS gridTemplateColumns hit,"Ship a small PROJECT_TEMPLATES constant (label, icon, seed instructions) rendered as a pill row under the Name field; tapping one fills description + instructions, which the user can then edit.",chatgpt_reference/047-chatgpt-ios-projects-create-modal-name-input-category-pills.png,Open,Unassigned,
GAP-158,P2,mobile,missing-control,Notifications settings has no 'Product updates' (marketing) opt-in toggle,Claude,iOS,Notifications settings categories,"Reference includes a 'Product updates' toggle ('Get notified about new features, tips, and occasional promotions') alongside task/chat notification toggles. agiworkforce's notification categories (Approvals, Task Updates, Errors & Stops, Status Updates) are all agent/companion-operational and include no marketing/product-news opt-in control.",apps/mobile/src/features/settings/notifications/index.tsx getCategories() (lines 57-88) lists only approvals/task_updates/errors/status. Searched for 'Product updates' and 'promotions' in the file — no match.,Add a 'Product updates' notification category (with its own preference key) so users can separately opt in/out of marketing and feature-announcement push notifications.,claude_reference/124-claude-ios-settings-notifications-six-toggles-all-off.png,Open,Unassigned,
GAP-159,P2,mobile,missing-copy,"Pairing failure screen shows one generic error line, not a troubleshooting checklist",Claude,iOS,Pairing failed troubleshooting checklist,"Reference's pairing-failed state gives a structured, numbered 3-item checklist to self-diagnose ('Dispatch is set up in Claude Desktop', 'You're signed in as <email>', 'Claude Desktop is open and latest version'). agiworkforce's ErrorView only renders the raw connection error string or a generic fallback with a single 'Try Again' button, giving the user no actionable diagnostic steps.","SHIPPED, verified 2026-08-21, predates this CSV's 2026-08-11 last edit: commit 363a0a633 (2026-08-01, 'theme the dispatch surfaces and bound pairing with a watchdog') rewrote ErrorView in apps/mobile/src/features/companion/components/ConnectionStateViews.tsx (current lines ~178-230) to render 'A few things to check on your computer:' followed by a 3-item PairingChecklist ('Dispatch is turned on in Desktop -> Settings -> Connections', signed-in-as-email, 'Desktop is open and up to date') before the Try Again button -- matching this row's own suggested fix almost verbatim.","Extend ErrorView to render a numbered checklist component (reusing the StepRow pattern already defined in the same file for DisconnectedView) covering desktop-app setup, signed-in account match, and app version, ending in the Try Again button.",claude_reference/113-claude-ios-dispatch-pairing-failed-troubleshooting-checklist-try-again.png,Done,Unassigned,
GAP-160,P2,mobile,missing-control,No user-facing toggle to opt in/out of using chats to train AI models,Claude,iOS,Privacy — Help improve our AI models toggle,"Reference gives users an explicit switch ('Help improve our AI models — Allow the use of your chats and coding sessions to train and improve Anthropic AI models') with a Learn More link, defaulting off. agiworkforce's Cloud Privacy screen instead shows a static, non-interactive card stating conversations are 'never used for training', with no consent control surfaced to the user at all.","apps/mobile/src/features/settings/cloud-privacy/index.tsx — PRIVACY_ITEMS is static text (no-training/telemetry/retention), no Switch component present; searched for 'Switch' and 'train' in the file — only descriptive text, no toggle.","If model-training consent is or becomes a real backend capability, surface it as an explicit toggle with explanatory copy and a Learn More link on this screen instead of only asserting a static policy.",claude_reference/125-claude-ios-settings-privacy-data-privacy-train-models-toggle.png,Open,Unassigned,
GAP-161,P2,mobile,missing-control,Projects tab has no search field,ChatGPT,iOS,Projects list,"Reference shows a persistent 'Search projects' pill at the bottom of the Projects list. agiworkforce renders every project in an unfiltered FlatList with only a count badge, so project lookup degrades linearly.","apps/mobile/app/(app)/(tabs)/projects.tsx (FlatList over `projects`, no query state)","Add a bottom-anchored search pill filtering name + description client-side, matching the Library search treatment so both list surfaces share one pattern.",chatgpt_reference/046-chatgpt-ios-projects-list-empty-state-single-project.png,Open,Unassigned,
GAP-162,P2,mobile,missing-ia,No ownership filters (All / Created by you / Shared with you) on projects,ChatGPT,iOS,Projects list,"Reference segments projects by ownership, which is the entry point for shared/collaborative projects. agiworkforce mobile has no notion of a project being shared with the user — cloud projects are filtered only by `deletedAt`/`isArchived`, and no sharing field or filter exists.",apps/mobile/app/(app)/(tabs)/projects.tsx lines filtering cloudProjectsRaw; grep 'Shared with you|sharedWithMe|shared_with' across apps/mobile and apps/web/features/projects — no match,"If project sharing is on the roadmap, add an `ownership` field to the cloud project model and a three-chip filter row above the list; if not, at minimum add All/Active chips so the row is not an empty affordance.",chatgpt_reference/046-chatgpt-ios-projects-list-empty-state-single-project.png,Open,Unassigned,
GAP-163,P2,mobile,missing-control,Mobile companion/pairing feature cannot browse the paired desktop's project folders,ChatGPT,iOS,Remote device: browsable project folder list,"ChatGPT iOS's Remote/Codex pairing screen, once connected to a desktop, shows a 'Projects' list of the folders available on that machine (agiworkforce, siddhartha, hermes-agent, claw-code, opencode, codex-cli, gemini-cli, src, etc.), each tappable to start a session scoped to that folder. agiworkforce mobile's companion feature (PairingStatus, DesktopInfoCard, AgentDashboard) shows connection status and device metadata but has no analogous folder/project browsing list.","grep 'folder|project|Projects' in apps/mobile/src/features/companion/components/DesktopInfoCard.tsx and AgentDashboard.tsx returned no matches; only PairingStatus.tsx, StatusBanners.tsx, ConnectionStateViews.tsx, QRScanner.tsx exist for the companion flow. Re-verified 2026-08-21 against current code: grepped DesktopInfoCard.tsx, AgentDashboard.tsx, and DispatchTaskComposer.tsx (companion feature, current home of this flow) for folder|workspace|repo -- zero matches. Still open, evidence paths still accurate.","Extend the companion/pairing screen with a 'Projects' section listing folders exposed by the paired desktop agent, each row opening a new chat/session scoped to that folder, mirroring the reference's remote-projects list.",references-2/IMG_0620.PNG,Open,Unassigned,
GAP-164,P2,mobile,missing-control,Conversation/task list has no organize control (by project / chronological / chats first),Codex,iOS,Remote overflow menu — Organize,"The reference overflow menu offers three mutually exclusive list arrangements with a checkmark on the active one. agiworkforce's conversation list is hard-coded to sort by updatedAt descending with no grouping option, so users with many projects cannot switch between a project-grouped and a time-ordered view.",apps/mobile/src/features/sidebar/components/ConversationList.tsx:37 ('Sort by updatedAt descending'); grep -i 'sort by|group by|chronological|organize' across apps/mobile/src returns only model-picker grouping,"Add a persisted listArrangement preference ('project' | 'chronological' | 'chats-first') to the settings store and an overflow menu in the drawer/list header that switches grouping, with a checkmark on the active option.",chatgpt_reference/039-codex-ios-remote-project-list-overflow-menu-organize-manage.png,Open,Unassigned,
GAP-165,P2,mobile,missing-control,No 'email me a download link' path when the desktop app is not installed,Codex,iOS,Remote setup intro,"The reference offers a secondary CTA that emails the desktop download link, handling the common case where the user is on the phone and the computer app is not installed yet. agiworkforce's pairing screens assume the desktop app already exists; there is no send-link action anywhere in apps/mobile even though a web download page exists.","SHIPPED, verified 2026-08-21, predates this CSV's 2026-08-11 last edit: commit 00309f240 (2026-08-01) added apps/mobile/src/features/companion/components/DesktopSetupChecklistView.tsx with an 'Email me the desktop app link' Pressable (lines ~126-137) calling handleEmailDesktopLink -> buildDesktopLinkMailto(accountEmail), which opens a mailto: prefilled with subject/body linking to DESKTOP_DOWNLOAD_URL = 'https://agiworkforce.com/download', with an in-app fallback alert if no mail app is configured.",Add a secondary button on the pairing intro that posts to an email-download-link endpoint for the signed-in address (or opens a share sheet with https://agiworkforce.com/download when signed out).,chatgpt_reference/027-codex-ios-remote-setup-intro-signin-instructions.png,Done,Unassigned,
GAP-166,P2,mobile,missing-ia,"Pairing setup is a single static screen, not a back-navigable stepped wizard",Codex,iOS,Remote setup step 2 — Get pairing code,"The reference splits setup into intro -> get pairing code -> scan/enter, each with a back chevron and one instruction per screen, so a user who loses their place can step back. UPDATED 2026-08-21: this is now only partially true. Since commit 00309f240 (2026-08-01), first-time pairing is a real multi-screen flow -- DesktopSetupChecklistView (one-time intro + checklist) -> DisconnectedView (pair CTA) -> QRScanner (camera, with its own manual-entry sub-step and a 'Close scanner' exit back to DisconnectedView) -- not the single dense screen this row originally described. The residual gap is narrower: there is no back-chevron from DisconnectedView to the one-time setup checklist once hasSeenDispatchSetup flips true (it's a persisted one-way gate, not a revisitable wizard step), and the screen header's back button exits Companion entirely rather than stepping back one screen.","Re-sited 2026-08-21: apps/mobile/app/(app)/companion/index.tsx (state machine: DesktopSetupChecklistView | DisconnectedView | QRScanner, gated by useDispatchSetupStore's persisted hasSeenDispatchSetup); apps/mobile/src/features/companion/components/DesktopSetupChecklistView.tsx (one-time step); ConnectionStateViews.tsx DisconnectedView; QRScanner.tsx (close returns to DisconnectedView; manual-entry sub-step has its own 'Back to QR Scanner'). No revisit path from DisconnectedView back to DesktopSetupChecklistView once seen.",Narrow scope: add a way to re-open the one-time setup checklist from DisconnectedView (e.g. a 'Show setup steps again' link) instead of building a full 3-step back-navigable wizard from scratch -- most of that structure already exists.,chatgpt_reference/028-codex-ios-remote-setup-get-pairing-code-step.png,Open,Unassigned,
GAP-167,P2,mobile,missing-control,No filter/sort control on the scheduled tasks list,ChatGPT,iOS,Scheduled tasks,"Reference places a filter/sort control in the top-right of the Scheduled header. agiworkforce's header offers only Back and Create, so a user with many tasks cannot separate active from paused, or sort by next run.","apps/mobile/app/(app)/schedules/index.tsx Header(onBackPress, onCreatePress) only",Add a header filter button opening a sheet with Active/Paused/All and sort by Next run / Recently created; the store already exposes isActive per schedule.,chatgpt_reference/048-chatgpt-ios-scheduled-tasks-suggestions-daily-brief-email-monitor.png,Open,Unassigned,
GAP-168,P2,mobile,missing-control,Scheduled tasks cannot be bound to plugins/connectors,ChatGPT,iOS,Scheduled tasks attachment picker,"Reference lists 'Plugins' alongside the attachment sources, letting a recurring task declare which tools it may use (e.g. an Email monitor bound to a mail connector). agiworkforce schedules have no tool/connector selection at all, so an unattended run cannot be scoped to a specific connected service.",grep -i 'connector|plugin|tool' across apps/mobile/src/features/schedules — no match; connectors live only in apps/mobile/src/features/settings/cloud-connectors/index.tsx,"Add a connectors/tools multi-select to ScheduleForm sourced from the connector directory, persist selected tool ids with the schedule, and display the bound tools on ScheduleCard so unattended scope is visible before the first run.",chatgpt_reference/049-chatgpt-ios-scheduled-tasks-attachment-picker-camera-photos-files-plugins.png,Open,Unassigned,
GAP-169,P2,mobile,missing-interaction,Schedule creation has no persistent composer with voice dictation,ChatGPT,iOS,Scheduled tasks composer,"Reference keeps a chat-style composer pinned to the bottom of the Scheduled screen ('+ | Schedule a task | mic | send'), so a task can be dictated or typed without leaving the list. agiworkforce hides natural-language creation behind a QuickSchedule chip that opens a Modal, and offers no mic/dictation entry point for scheduling.","apps/mobile/src/features/schedules/components/QuickSchedule.tsx (Modal-based flow, TextInput only); apps/mobile/app/(app)/schedules/index.tsx renders it as an inline chip above the list","Promote QuickSchedule to a pinned bottom composer reusing the chat ChatInput shell (attach button, text field, mic wired to the existing voice feature, send), keeping the modal only for the detailed form.",chatgpt_reference/048-chatgpt-ios-scheduled-tasks-suggestions-daily-brief-email-monitor.png,Open,Unassigned,
GAP-170,P2,mobile,missing-interaction,"Approval-mode switch is only reachable via a deep Settings screen, no inline modal",Claude,iOS,Select mode bottom sheet,"Claude lets the user switch between 'Ask before acting' and 'Act without asking' via a lightweight bottom-sheet modal opened directly from the task/chat view. AGIW's equivalent (and more granular — 3 tiers) control lives at Settings > Action approvals (apps/mobile/app/(app)/settings/auto-approve.tsx), three navigation levels away from the task view, with no quick-switch affordance in the chat/task screen itself.","grep for 'Select mode', 'auto-approve', 'ask before acting' in apps/mobile/app/(app)/agents — no matches; the only implementation is the standalone settings/auto-approve.tsx screen.",Add a mode-indicator chip in the task/chat header or composer that opens a bottom-sheet modal (reusing the 3-tier OPTIONS from auto-approve.tsx) so users can change approval mode without leaving the task.,claude_reference/106-claude-ios-cowork-select-mode-modal-ask-before-acting-selected.png,Open,Unassigned,
